a,b,task,mean_a,mean_b,mean_diff (a-b),std_diff,n,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p
shared_sequential,clone_and_adapt,addition,1171.6603042092936,0.14913906742578947,1171.5111651418677,205.08866088411915,15,22.12332565306558,2.7272877271632317e-12,0.0,6.103515625e-05
shared_sequential,clone_and_adapt,subtraction,1963.2360102529506,0.13994480961021152,1963.0960654433402,272.09011323446106,15,27.943089434917457,1.1105289401456235e-13,0.0,6.103515625e-05
shared_sequential,clone_and_adapt,multiplication,446.43138044206387,0.37912395933213855,446.05225648273176,119.9036693422258,15,14.407840647187573,8.661380243788902e-10,0.0,6.103515625e-05
shared_sequential,clone_and_adapt,powers,0.28799092184399117,0.20574894192847087,0.08224197991552035,0.06936279190871573,15,4.592113578575714,0.00041870156614912926,2.0,0.00018310546875
