a,b,task,mean_a,mean_b,mean_diff (a-b),std_diff,n,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p
clone_and_adapt,independent_scratch,addition,0.14913906742578947,0.14913906742578947,0.0,0.0,15,,,0.0,
clone_and_adapt,independent_scratch,subtraction,0.13994480961021152,0.1293980755960408,0.010546734014170724,0.029525671002774336,15,1.383451207253659,0.1881904627224937,8.0,0.16142946236708333
clone_and_adapt,independent_scratch,multiplication,0.37912395933213855,0.37912395933213855,0.0,0.0,15,,,0.0,
clone_and_adapt,independent_scratch,powers,0.20574894192847087,0.22700925317601384,-0.021260311247542976,0.09014560606558664,15,-0.9134203539217653,0.376484093244217,45.0,0.42120361328125
