domain,target_task,prior_history,prior_tasks,seed,prior_history_valid,strategy,source_task,compatibility_score,solve_accuracy,adaptation_steps,fixed_budget,target_attempted,acquisition_success,heldout_accuracy,heldout_mse,addition_prior_steps,addition_prior_success,multiplication_prior_steps,multiplication_prior_success
signed,subtraction,none,none,3,True,scratch,,0.0,0.0,131.0,1500,True,True,0.8166666666666667,0.15803135617226383,,,,
signed,subtraction,none,none,4,True,scratch,,0.0,0.0,137.0,1500,True,True,0.8666666666666667,0.1180007665632056,,,,
signed,subtraction,none,none,5,True,scratch,,0.0,0.0,85.0,1500,True,True,0.8066666666666666,0.23577266070440311,,,,
signed,subtraction,none,none,6,True,scratch,,0.0,0.0,102.0,1500,True,True,0.8533333333333334,0.22249857834688536,,,,
signed,subtraction,none,none,7,True,scratch,,0.0,0.0,125.0,1500,True,True,0.78,0.23447540411388895,,,,
signed,subtraction,none,none,8,True,scratch,,0.0,0.0,172.0,1500,True,True,0.79,0.1934355700114417,,,,
signed,subtraction,none,none,9,True,scratch,,0.0,0.0,124.0,1500,True,True,0.85,0.19507393589555302,,,,
signed,subtraction,none,none,10,True,scratch,,0.0,0.0,113.0,1500,True,True,0.8166666666666667,0.15000869706834677,,,,
signed,subtraction,none,none,11,True,scratch,,0.0,0.0,119.0,1500,True,True,0.78,0.22419823412672202,,,,
signed,subtraction,none,none,12,True,scratch,,0.0,0.0,111.0,1500,True,True,0.79,0.26278549174959837,,,,
signed,subtraction,none,none,13,True,scratch,,0.0,0.0,102.0,1500,True,True,0.87,0.15642185869990455,,,,
signed,subtraction,none,none,14,True,scratch,,0.0,0.0,129.0,1500,True,True,0.85,0.2133104709304869,,,,
signed,subtraction,addition,addition,0,True,clone,addition,0.1703801990554829,0.046875,112.0,1500,True,True,0.7633333333333333,0.28493567501193695,148.0,True,,
signed,subtraction,addition,addition,1,True,scratch,,0.13141137949533352,0.046875,151.0,1500,True,True,0.8733333333333333,0.1256893465481989,224.0,True,,
signed,subtraction,addition,addition,2,True,scratch,,0.14847434469278806,0.0625,107.0,1500,True,True,0.76,0.27539280048190407,121.0,True,,
signed,subtraction,addition,addition,3,True,scratch,,0.12774506874862007,0.0625,141.0,1500,True,True,0.76,0.2504642015721836,120.0,True,,
signed,subtraction,addition,addition,4,True,scratch,,0.1302139323480234,0.0,119.0,1500,True,True,0.8433333333333334,0.1701074544853688,118.0,True,,
signed,subtraction,addition,addition,5,True,clone,addition,0.1737955894828018,0.03125,183.0,1500,True,True,0.78,0.20661596601443052,100.0,True,,
signed,subtraction,addition,addition,6,True,scratch,,0.10328993190510796,0.15625,131.0,1500,True,True,0.8133333333333334,0.20023695473211361,117.0,True,,
signed,subtraction,addition,addition,7,True,scratch,,0.09545404143464646,0.046875,153.0,1500,True,True,0.8366666666666667,0.14205751681115517,138.0,True,,
signed,subtraction,addition,addition,8,True,clone,addition,0.155348792080094,0.09375,89.0,1500,True,True,0.8233333333333334,0.44482686103142927,107.0,True,,
signed,subtraction,addition,addition,9,True,scratch,,0.11940897122396478,0.0,144.0,1500,True,True,0.79,0.2700128376053168,135.0,True,,
signed,subtraction,addition,addition,10,True,clone,addition,0.1740673185960043,0.0625,147.0,1500,True,True,0.8233333333333334,0.2448638479828809,97.0,True,,
signed,subtraction,addition,addition,11,True,scratch,,0.13675145267003777,0.0625,121.0,1500,True,True,0.79,0.2563016145474544,89.0,True,,
signed,subtraction,addition,addition,12,True,scratch,,0.1415636802519916,0.046875,118.0,1500,True,True,0.9133333333333333,0.09888474470201153,154.0,True,,
signed,subtraction,addition,addition,13,True,scratch,,0.11172852110338807,0.0625,124.0,1500,True,True,0.8333333333333334,0.14746241162365378,111.0,True,,
signed,subtraction,addition,addition,14,True,clone,addition,0.16022482798160453,0.078125,163.0,1500,True,True,0.8033333333333333,0.2572453067382074,82.0,True,,
signed,subtraction,addition+multiplication,addition+multiplication,0,True,scratch,,0.10777637520247461,0.0625,141.0,1500,True,True,0.83,0.1454536617320387,119.0,True,1284.0,True
signed,subtraction,addition+multiplication,addition+multiplication,1,False,prerequisite_failed,,,,,1500,False,False,,,147.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,2,True,scratch,,0.102000098051477,0.125,108.0,1500,True,True,0.8333333333333334,0.2296206181015173,128.0,True,1131.0,True
signed,subtraction,addition+multiplication,addition+multiplication,3,True,scratch,,0.13893085956970413,0.03125,112.0,1500,True,True,0.8166666666666667,0.24911515593561864,118.0,True,1449.0,True
signed,subtraction,addition+multiplication,addition+multiplication,4,True,scratch,,0.14680535804849984,0.03125,170.0,1500,True,True,0.8233333333333334,0.1547366833615303,121.0,True,1493.0,True
signed,subtraction,addition+multiplication,addition+multiplication,5,False,prerequisite_failed,,,,,1500,False,False,,,109.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,6,False,prerequisite_failed,,,,,1500,False,False,,,95.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,7,False,prerequisite_failed,,,,,1500,False,False,,,100.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,8,False,prerequisite_failed,,,,,1500,False,False,,,112.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,9,True,clone,addition,0.19071328271608531,0.0625,175.0,1500,True,True,0.83,0.18649761703411416,102.0,True,1156.0,True
signed,subtraction,addition+multiplication,addition+multiplication,10,True,scratch,,0.13286857100844213,0.03125,112.0,1500,True,True,0.7866666666666666,0.2704305275738814,201.0,True,1261.0,True
signed,subtraction,addition+multiplication,addition+multiplication,11,False,prerequisite_failed,,,,,1500,False,False,,,89.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,12,False,prerequisite_failed,,,,,1500,False,False,,,105.0,True,1500.0,False
signed,subtraction,addition+multiplication,addition+multiplication,13,True,scratch,,0.14974661152732677,0.046875,156.0,1500,True,True,0.83,0.15324245891446808,106.0,True,1268.0,True
signed,subtraction,addition+multiplication,addition+multiplication,14,True,scratch,,0.11022975606544051,0.046875,118.0,1500,True,True,0.8066666666666666,0.20556849254676723,99.0,True,1312.0,True
signed,division,none,none,0,True,scratch,,0.0,0.0,646.0,1500,True,True,0.8,0.25325469292278313,,,,
signed,division,none,none,1,True,scratch,,0.0,0.0,730.0,1500,True,True,0.82,0.2912444256300621,,,,
signed,division,none,none,2,True,scratch,,0.0,0.0,708.0,1500,True,True,0.8033333333333333,0.3194791999776536,,,,
signed,division,none,none,3,True,scratch,,0.0,0.0,595.0,1500,True,True,0.7333333333333333,0.3662493712937223,,,,
signed,division,none,none,4,True,scratch,,0.0,0.0,626.0,1500,True,True,0.7933333333333333,0.4379244395664474,,,,
signed,division,none,none,5,True,scratch,,0.0,0.0,662.0,1500,True,True,0.7866666666666666,1.026056733950073,,,,
signed,division,none,none,6,True,scratch,,0.0,0.0,665.0,1500,True,True,0.7966666666666666,0.4228090770768197,,,,
signed,division,none,none,7,True,scratch,,0.0,0.0,710.0,1500,True,True,0.8233333333333334,0.4057870917913647,,,,
signed,division,none,none,8,True,scratch,,0.0,0.0,1041.0,1500,True,True,0.7533333333333333,0.28718445793664266,,,,
signed,division,none,none,9,True,scratch,,0.0,0.0,668.0,1500,True,True,0.8266666666666667,0.35023799850774534,,,,
signed,division,none,none,10,True,scratch,,0.0,0.0,802.0,1500,True,True,0.7633333333333333,0.21283378999829114,,,,
signed,division,none,none,11,True,scratch,,0.0,0.0,658.0,1500,True,True,0.8033333333333333,0.3692188840167029,,,,
signed,division,none,none,12,True,scratch,,0.0,0.0,763.0,1500,True,True,0.82,0.21179928040950563,,,,
signed,division,none,none,13,True,scratch,,0.0,0.0,675.0,1500,True,True,0.8133333333333334,0.5049643407456665,,,,
signed,division,none,none,14,True,scratch,,0.0,0.0,707.0,1500,True,True,0.6766666666666666,0.4039426079421143,,,,
signed,division,addition,addition,0,True,scratch,,0.03351987690065073,0.0625,811.0,1500,True,True,0.82,0.20234864772175573,128.0,True,,
signed,division,addition,addition,1,True,scratch,,0.05940897847942012,0.015625,672.0,1500,True,True,0.8166666666666667,0.9003281493306885,104.0,True,,
signed,division,addition,addition,2,True,scratch,,0.05554105185559839,0.03125,719.0,1500,True,True,0.7366666666666667,0.4560576930346283,129.0,True,,
signed,division,addition,addition,3,True,scratch,,0.11901053457322404,0.03125,655.0,1500,True,True,0.7933333333333333,0.3694545864079198,145.0,True,,
signed,division,addition,addition,4,True,scratch,,0.06894347208010337,0.03125,933.0,1500,True,True,0.79,0.23928293285022448,97.0,True,,
signed,division,addition,addition,5,True,scratch,,0.07186047967926942,0.03125,783.0,1500,True,True,0.7766666666666666,0.39296387558972085,199.0,True,,
signed,division,addition,addition,6,True,scratch,,0.07371036552480255,0.0,527.0,1500,True,True,0.75,1.069868467282986,97.0,True,,
signed,division,addition,addition,7,True,scratch,,0.06003243981304582,0.0,633.0,1500,True,True,0.87,0.43035223121168087,149.0,True,,
signed,division,addition,addition,8,True,scratch,,0.06445555730899341,0.03125,833.0,1500,True,True,0.8666666666666667,0.14838102725088864,139.0,True,,
signed,division,addition,addition,9,True,scratch,,0.05320974050659806,0.0,666.0,1500,True,True,0.73,0.5154483541992768,98.0,True,,
signed,division,addition,addition,10,True,scratch,,0.09790551400215049,0.046875,735.0,1500,True,True,0.8833333333333333,0.18414924738882055,123.0,True,,
signed,division,addition,addition,11,True,scratch,,0.06447567373072115,0.0,609.0,1500,True,True,0.83,0.5850338615666324,103.0,True,,
signed,division,addition,addition,12,True,scratch,,0.057970502108518875,0.015625,612.0,1500,True,True,0.8133333333333334,0.4675018314399648,126.0,True,,
signed,division,addition,addition,13,True,scratch,,0.026822850836543642,0.015625,1046.0,1500,True,True,0.81,0.18694698864570816,127.0,True,,
signed,division,addition,addition,14,True,scratch,,0.04236923780052849,0.0,777.0,1500,True,True,0.82,0.18050728008801184,100.0,True,,
signed,division,addition+multiplication,addition+multiplication,0,True,scratch,,0.0728786990090479,0.0625,611.0,1500,True,True,0.8,1.1627496614481663,109.0,True,1339.0,True
signed,division,addition+multiplication,addition+multiplication,1,False,prerequisite_failed,,,,,1500,False,False,,,122.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,2,True,scratch,,0.08247039822690748,0.015625,755.0,1500,True,True,0.8233333333333334,0.29885476039580994,118.0,True,1331.0,True
signed,division,addition+multiplication,addition+multiplication,3,False,prerequisite_failed,,,,,1500,False,False,,,129.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,4,False,prerequisite_failed,,,,,1500,False,False,,,156.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,5,True,scratch,,0.04633130165649563,0.015625,586.0,1500,True,True,0.7666666666666667,0.6437230750693362,104.0,True,1477.0,True
signed,division,addition+multiplication,addition+multiplication,6,False,prerequisite_failed,,,,,1500,False,False,,,126.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,7,True,scratch,,0.0319516866254634,0.03125,793.0,1500,True,True,0.8766666666666667,0.11189886793306819,108.0,True,1352.0,True
signed,division,addition+multiplication,addition+multiplication,8,False,prerequisite_failed,,,,,1500,False,False,,,149.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,9,True,scratch,,0.06382085332367862,0.03125,762.0,1500,True,True,0.7866666666666666,0.5181597002897403,95.0,True,1469.0,True
signed,division,addition+multiplication,addition+multiplication,10,False,prerequisite_failed,,,,,1500,False,False,,,103.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,11,False,prerequisite_failed,,,,,1500,False,False,,,106.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,12,False,prerequisite_failed,,,,,1500,False,False,,,148.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,13,False,prerequisite_failed,,,,,1500,False,False,,,132.0,True,1500.0,False
signed,division,addition+multiplication,addition+multiplication,14,True,scratch,,0.06848963110178068,0.015625,655.0,1500,True,True,0.8166666666666667,0.7664952366387467,133.0,True,1446.0,True
signed,squares,none,none,0,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.21,8.994678167062876,,,,
signed,squares,none,none,1,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.05333333333333334,73.83660829892263,,,,
signed,squares,none,none,2,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.16333333333333333,17.5871607961748,,,,
signed,squares,none,none,3,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.02,89.92116714243775,,,,
signed,squares,none,none,4,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.17,5.4129020746840615,,,,
signed,squares,none,none,5,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.22,5.243157959004275,,,,
signed,squares,none,none,6,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.04666666666666667,90.30833199763406,,,,
signed,squares,none,none,7,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.03666666666666667,79.74211876341394,,,,
signed,squares,none,none,8,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.09,30.908602943222636,,,,
signed,squares,none,none,9,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.11,15.136294367554875,,,,
signed,squares,none,none,10,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.19333333333333333,6.682900595781208,,,,
signed,squares,none,none,11,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.12666666666666668,9.723553526280469,,,,
signed,squares,none,none,12,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.18333333333333332,8.70826702924702,,,,
signed,squares,none,none,13,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.006666666666666667,647.5485195551613,,,,
signed,squares,none,none,14,True,scratch,,0.0,0.0,1500.0,1500,True,False,0.11666666666666667,46.43951218293514,,,,
signed,squares,addition,addition,0,True,scratch,,7.694207285129177e-11,0.015625,1500.0,1500,True,False,0.04,67.78633926608796,140.0,True,,
signed,squares,addition,addition,1,True,scratch,,4.836790853676749e-15,0.015625,1500.0,1500,True,False,0.056666666666666664,145.61022109829025,173.0,True,,
signed,squares,addition,addition,2,True,scratch,,5.021533721759998e-12,0.03125,1500.0,1500,True,False,0.16,7.239212445750146,132.0,True,,
signed,squares,addition,addition,3,True,scratch,,2.94005202158162e-13,0.015625,1500.0,1500,True,False,0.006666666666666667,735.4240246889706,232.0,True,,
signed,squares,addition,addition,4,True,scratch,,4.9256252033124505e-14,0.0,1500.0,1500,True,False,0.05,226.49528052427127,156.0,True,,
signed,squares,addition,addition,5,True,scratch,,5.824220056943818e-13,0.015625,1500.0,1500,True,False,0.006666666666666667,788.1299656840591,136.0,True,,
signed,squares,addition,addition,6,True,scratch,,7.374957840374836e-12,0.03125,1500.0,1500,True,False,0.20666666666666667,5.707148046558237,199.0,True,,
signed,squares,addition,addition,7,True,scratch,,5.366891608870002e-16,0.015625,1500.0,1500,True,False,0.0,102.39860481425676,127.0,True,,
signed,squares,addition,addition,8,True,scratch,,1.0180681384120808e-12,0.015625,1500.0,1500,True,False,0.006666666666666667,810.182054633593,119.0,True,,
signed,squares,addition,addition,9,True,scratch,,4.55421083925731e-13,0.03125,1500.0,1500,True,False,0.016666666666666666,82.7848825137429,132.0,True,,
signed,squares,addition,addition,10,True,scratch,,3.155328488270294e-15,0.015625,1500.0,1500,True,False,0.016666666666666666,117.07246416570648,119.0,True,,
signed,squares,addition,addition,11,True,scratch,,4.390748173457232e-09,0.046875,1500.0,1500,True,False,0.06333333333333334,26.545880150270595,98.0,True,,
signed,squares,addition,addition,12,True,scratch,,1.511690232353671e-11,0.0625,1500.0,1500,True,False,0.13333333333333333,9.597148091396617,140.0,True,,
signed,squares,addition,addition,13,True,scratch,,3.3123186565687016e-12,0.03125,1500.0,1500,True,False,0.04,63.750092234031435,174.0,True,,
signed,squares,addition,addition,14,True,scratch,,2.5630026070878517e-10,0.015625,1500.0,1500,True,False,0.37666666666666665,1.5857312741482947,119.0,True,,
signed,squares,addition+multiplication,addition+multiplication,0,True,scratch,,8.7154842992793e-13,0.046875,1500.0,1500,True,False,0.0033333333333333335,783.4644768562422,102.0,True,1392.0,True
signed,squares,addition+multiplication,addition+multiplication,1,True,scratch,,4.95712464074659e-13,0.015625,1500.0,1500,True,False,0.04666666666666667,71.30993675967775,125.0,True,1187.0,True
signed,squares,addition+multiplication,addition+multiplication,2,True,scratch,,2.467195192567941e-13,0.015625,1500.0,1500,True,False,0.043333333333333335,245.38051655917138,129.0,True,1471.0,True
signed,squares,addition+multiplication,addition+multiplication,3,False,prerequisite_failed,,,,,1500,False,False,,,123.0,True,1500.0,False
signed,squares,addition+multiplication,addition+multiplication,4,False,prerequisite_failed,,,,,1500,False,False,,,120.0,True,1500.0,False
signed,squares,addition+multiplication,addition+multiplication,5,False,prerequisite_failed,,,,,1500,False,False,,,115.0,True,1500.0,False
signed,squares,addition+multiplication,addition+multiplication,6,True,scratch,,2.6948035366542953e-11,0.0625,1500.0,1500,True,False,0.02,80.47201554367449,86.0,True,1314.0,True
signed,squares,addition+multiplication,addition+multiplication,7,True,scratch,,1.2991509496367789e-15,0.03125,1500.0,1500,True,False,0.06,73.7489371321012,156.0,True,1345.0,True
signed,squares,addition+multiplication,addition+multiplication,8,True,scratch,,1.5297419883252482e-14,0.0,1500.0,1500,True,False,0.03333333333333333,250.10437098127665,103.0,True,1368.0,True
signed,squares,addition+multiplication,addition+multiplication,9,True,scratch,,2.1678317805489043e-09,0.015625,1500.0,1500,True,False,0.18333333333333332,2.227349577355032,112.0,True,1495.0,True
signed,squares,addition+multiplication,addition+multiplication,10,True,scratch,,6.734014759888482e-11,0.03125,1500.0,1500,True,False,0.08333333333333333,7.058874253842105,112.0,True,1137.0,True
signed,squares,addition+multiplication,addition+multiplication,11,True,scratch,,1.0400900943864959e-13,0.0,1500.0,1500,True,False,0.09666666666666666,47.95278351398867,129.0,True,1458.0,True
signed,squares,addition+multiplication,addition+multiplication,12,True,scratch,,7.265075805694738e-11,0.0,1500.0,1500,True,False,0.023333333333333334,138.23762085973456,154.0,True,1343.0,True
signed,squares,addition+multiplication,addition+multiplication,13,True,scratch,,7.982740481187575e-12,0.015625,1500.0,1500,True,False,0.07333333333333333,77.85708247520559,98.0,True,1082.0,True
signed,squares,addition+multiplication,addition+multiplication,14,True,scratch,,8.904531113987587e-13,0.03125,1500.0,1500,True,False,0.27666666666666667,4.69974414557388,135.0,True,1252.0,True
signed,powers,none,none,0,True,scratch,,0.0,0.0,582.0,1500,True,True,0.8366666666666667,1.5375358367801155,,,,
signed,powers,none,none,1,True,scratch,,0.0,0.0,705.0,1500,True,True,0.8033333333333333,0.6991195329313687,,,,
signed,powers,none,none,2,True,scratch,,0.0,0.0,749.0,1500,True,True,0.8933333333333333,0.1397624716053749,,,,
signed,powers,none,none,3,True,scratch,,0.0,0.0,520.0,1500,True,True,0.8433333333333334,0.3840275432789124,,,,
signed,powers,none,none,4,True,scratch,,0.0,0.0,515.0,1500,True,True,0.7766666666666666,1.000083148059083,,,,
signed,powers,none,none,5,True,scratch,,0.0,0.0,609.0,1500,True,True,0.8066666666666666,1.2802996197774315,,,,
signed,powers,none,none,6,True,scratch,,0.0,0.0,514.0,1500,True,True,0.84,0.5253892493966058,,,,
signed,powers,none,none,7,True,scratch,,0.0,0.0,519.0,1500,True,True,0.8866666666666667,0.20453272533585246,,,,
signed,powers,none,none,8,True,scratch,,0.0,0.0,536.0,1500,True,True,0.8566666666666667,0.4985358559580932,,,,
signed,powers,none,none,9,True,scratch,,0.0,0.0,471.0,1500,True,True,0.8,0.8999768041854723,,,,
signed,powers,none,none,10,True,scratch,,0.0,0.0,606.0,1500,True,True,0.88,0.09899684951935482,,,,
signed,powers,none,none,11,True,scratch,,0.0,0.0,594.0,1500,True,True,0.8833333333333333,0.1922097675786982,,,,
signed,powers,none,none,12,True,scratch,,0.0,0.0,483.0,1500,True,True,0.8,0.4630880388796053,,,,
signed,powers,none,none,13,True,scratch,,0.0,0.0,619.0,1500,True,True,0.8233333333333334,0.16496719500621287,,,,
signed,powers,none,none,14,True,scratch,,0.0,0.0,583.0,1500,True,True,0.8733333333333333,0.12524192312765337,,,,
signed,powers,addition,addition,0,True,clone,addition,0.5616820456555794,0.1875,666.0,1500,True,True,0.94,0.08672795569578738,103.0,True,,
signed,powers,addition,addition,1,True,clone,addition,0.7302412115818268,0.125,587.0,1500,True,True,0.8866666666666667,0.10557578300816485,106.0,True,,
signed,powers,addition,addition,2,True,clone,addition,0.6874547911877392,0.109375,593.0,1500,True,True,0.85,0.3101351889624389,111.0,True,,
signed,powers,addition,addition,3,True,clone,addition,0.7127064798504522,0.15625,628.0,1500,True,True,0.8366666666666667,0.19856981473295068,132.0,True,,
signed,powers,addition,addition,4,True,clone,addition,0.6312566889308997,0.09375,667.0,1500,True,True,0.8833333333333333,0.44765879710808565,101.0,True,,
signed,powers,addition,addition,5,True,clone,addition,0.750583117693796,0.09375,478.0,1500,True,True,0.8633333333333333,0.3924172224781458,99.0,True,,
signed,powers,addition,addition,6,True,clone,addition,0.7478481948311814,0.078125,478.0,1500,True,True,0.8966666666666666,0.3917572278837119,138.0,True,,
signed,powers,addition,addition,7,True,clone,addition,0.7017839441487085,0.09375,549.0,1500,True,True,0.82,0.6076099665145698,124.0,True,,
signed,powers,addition,addition,8,True,clone,addition,0.6857718606023954,0.078125,642.0,1500,True,True,0.8966666666666666,0.16962371527327302,111.0,True,,
signed,powers,addition,addition,9,True,clone,addition,0.7409562917850859,0.109375,560.0,1500,True,True,0.8333333333333334,0.3171286345591658,115.0,True,,
signed,powers,addition,addition,10,True,clone,addition,0.6571299591433754,0.109375,594.0,1500,True,True,0.8166666666666667,0.18003591328454752,157.0,True,,
signed,powers,addition,addition,11,True,clone,addition,0.5534216106524193,0.0625,624.0,1500,True,True,0.8733333333333333,0.10266813011077938,98.0,True,,
signed,powers,addition,addition,12,True,clone,addition,0.7252228963605216,0.140625,541.0,1500,True,True,0.88,0.3172621186270288,129.0,True,,
signed,powers,addition,addition,13,True,clone,addition,0.6278738652707015,0.109375,528.0,1500,True,True,0.85,0.4414112783426158,130.0,True,,
signed,powers,addition,addition,14,True,clone,addition,0.709831523126247,0.078125,504.0,1500,True,True,0.82,0.6201159214970511,120.0,True,,
signed,powers,addition+multiplication,addition+multiplication,0,True,clone,addition,0.686867213978376,0.09375,738.0,1500,True,True,0.85,0.3785203593714257,153.0,True,1263.0,True
signed,powers,addition+multiplication,addition+multiplication,1,True,clone,addition,0.688569855151391,0.078125,533.0,1500,True,True,0.84,0.4273991970978337,178.0,True,1392.0,True
signed,powers,addition+multiplication,addition+multiplication,2,False,prerequisite_failed,,,,,1500,False,False,,,118.0,True,1500.0,False
signed,powers,addition+multiplication,addition+multiplication,3,True,clone,addition,0.7588271967075911,0.109375,615.0,1500,True,True,0.8133333333333334,0.5094021357393924,120.0,True,1408.0,True
signed,powers,addition+multiplication,addition+multiplication,4,False,prerequisite_failed,,,,,1500,False,False,,,147.0,True,1500.0,False
signed,powers,addition+multiplication,addition+multiplication,5,True,clone,addition,0.5524969885105586,0.09375,491.0,1500,True,True,0.84,0.3086135170108216,94.0,True,1405.0,True
signed,powers,addition+multiplication,addition+multiplication,6,True,clone,addition,0.6734560293260067,0.125,601.0,1500,True,True,0.86,0.19296671081205097,110.0,True,1462.0,True
signed,powers,addition+multiplication,addition+multiplication,7,True,clone,addition,0.6319202224556527,0.0625,647.0,1500,True,True,0.8366666666666667,0.1582629106120469,134.0,True,1482.0,True
signed,powers,addition+multiplication,addition+multiplication,8,True,clone,addition,0.5008502356079032,0.109375,508.0,1500,True,True,0.8366666666666667,0.3408038313955464,102.0,True,1451.0,True
signed,powers,addition+multiplication,addition+multiplication,9,True,clone,addition,0.5505803464182968,0.203125,554.0,1500,True,True,0.87,0.2340978306996911,107.0,True,1159.0,True
signed,powers,addition+multiplication,addition+multiplication,10,False,prerequisite_failed,,,,,1500,False,False,,,149.0,True,1500.0,False
signed,powers,addition+multiplication,addition+multiplication,11,False,prerequisite_failed,,,,,1500,False,False,,,116.0,True,1500.0,False
signed,powers,addition+multiplication,addition+multiplication,12,True,clone,addition,0.6861988160410845,0.09375,613.0,1500,True,True,0.84,0.17977605634521046,109.0,True,1312.0,True
signed,powers,addition+multiplication,addition+multiplication,13,True,clone,addition,0.5700367935738145,0.0625,420.0,1500,True,True,0.8233333333333334,0.9611766823304555,102.0,True,1424.0,True
signed,powers,addition+multiplication,addition+multiplication,14,False,prerequisite_failed,,,,,1500,False,False,,,125.0,True,1500.0,False
