seed,source_task,target_task,compatibility_score,calibration_mse,calibration_accuracy,solved_label,original_reuse,false_reuse,calibrated_score_reuse,calibrated_false_reuse
4,powers,addition,0.09388751083920098,147.61116592709956,0.03333333333333333,False,False,False,False,False
4,powers,subtraction,0.00025135289769878693,516.2670680729457,0.0,False,False,False,False,False
4,powers,multiplication,0.004669546481406325,214.04536047475816,0.06333333333333334,False,False,False,False,False
4,powers,powers,0.9959970087699186,0.28619979369809756,0.8633333333333333,True,True,False,True,False
5,addition,addition,0.9971118858262054,0.14776570786963356,0.8333333333333334,False,True,True,True,True
5,addition,subtraction,0.10893377582973243,110.08097401430918,0.08,False,False,False,False,False
5,addition,multiplication,0.0007375378445704115,358.7627981963129,0.03,False,False,False,False,False
5,addition,powers,0.8693566779449923,7.014852030187189,0.12,False,False,False,False,False
5,subtraction,addition,0.14618723894708588,107.2355394773847,0.12,False,False,False,False,False
5,subtraction,subtraction,0.9976040906673441,0.09718218142489764,0.9066666666666666,True,True,False,True,False
5,subtraction,multiplication,7.634651374228794e-07,765.423795653608,0.01,False,False,False,False,False
5,subtraction,powers,0.7208204305979505,15.692881563224903,0.1,False,False,False,False,False
5,multiplication,addition,0.0006738202563812681,432.5794008648684,0.013333333333333334,False,False,False,False,False
5,multiplication,subtraction,3.5146046760662868e-09,810.4122576548021,0.0,False,False,False,False,False
5,multiplication,multiplication,0.9948400976997278,0.218261711338943,0.84,False,True,True,True,True
5,multiplication,powers,0.9131590720737663,4.903459569731874,0.2833333333333333,False,True,True,False,False
5,powers,addition,0.19128077362898152,110.04137521018303,0.04,False,False,False,False,False
5,powers,subtraction,0.0006838413292290541,381.87642253755564,0.03,False,False,False,False,False
5,powers,multiplication,0.007177798652446477,215.4297670138513,0.1,False,False,False,False,False
5,powers,powers,0.9988960227530895,0.08630376066949975,0.85,True,True,False,True,False
6,addition,addition,0.9977297727738345,0.15975095041034534,0.8266666666666667,False,True,True,True,True
6,addition,subtraction,0.11554497980926387,110.44227836876155,0.06666666666666667,False,False,False,False,False
6,addition,multiplication,0.00012653061159181877,455.4723999361021,0.03666666666666667,False,False,False,False,False
6,addition,powers,0.8664711966753231,7.397653457377412,0.15666666666666668,False,False,False,False,False
6,subtraction,addition,0.17105602313657634,122.10786451280636,0.043333333333333335,False,False,False,False,False
6,subtraction,subtraction,0.9980575772095991,0.13155141653477778,0.82,False,True,True,True,True
6,subtraction,multiplication,1.4089461413929005e-08,928.2655383134571,0.06,False,False,False,False,False
